NSimbolos	MaxPos	encoded	decoded	==?
341	511	0010000010011101111100100000111111011110011110010100000100100011110111101000010111100010010111110100111110001110100100010111000011000	311217526531911712652028852106133244237272	True
341	511	001000001001110111110010000011111101111001111001010000010010001111011110100001011110001001011111010011111000111010010001011100001100011000101	311217526531911712652028852106133244237272111	True
341	511	00100000100111011111001000001111110111100111100101000001001000111101111010000101111000100101111101001111100011101001000101110000110001100010111111010	31121752653191171265202885210613324423727211142	True
341	511	001000001001110111110010000011111101111001111001010000010010001111011110100001011110001001011111010011111000111010010001011100001100011000101111110101010100	31121752653191171265202885210613324423727211142332	True
342	505	1011101100011101001010100111011000111011010011001110101000110000100111111001101011	26911434115965184253202336234	True
342	505	101110110001110100101010011101100011101101001100111010100011000010011111100110101110000001	26911434115965184253202336234312	True
342	505	1011101100011101001010100111011000111011010011001110101000110000100111111001101011100000010110100	26911434115965184253202336234312266	True
342	506	101110110001110100101010011101100011101101001100111010100011000010011111100110101110000001011010000110111	26911434115965184253202336234312266205	True
342	509	101110110001110100101010011101100011101101001100111010100011000010011111100110101110000001011010000110111001110110	26911434115965184253202336234312266205172	True
342	509	10111011000111010010101001110110001110110100110011101010001100001001111110011010111000000101101000011011100111011010110010	26911434115965184253202336234312266205172316	True
342	509	1011101100011101001010100111011000111011010011001110101000110000100111111001101011100000010110100001101110011101101011001010011001	26911434115965184253202336234312266205172316267	True
342	509	101110110001110100101010011101100011101101001100111010100011000010011111100110101110000001011010000110111001110110101100101001100101100111010	26911434115965184253202336234312266205172316267243	True
342	509	10111011000111010010101001110110001110110100110011101010001100001001111110011010111000000101101000011011100111011010110010100110010110011101000011010	26911434115965184253202336234312266205172316267243196	True
342	509	1011101100011101001010100111011000111011010011001110101000110000100111111001101011100000010110100001101110011101101011001010011001011001110100001101011111010	26911434115965184253202336234312266205172316267243196303	True
342	512	101110110001110100101010011101100011101101001100111010100011000010011111100110101110000001011010000110111001110110101100101001100101100111010000110101111101001101110	26911434115965184253202336234312266205172316267243196303194	True
343	472	1011101010010000101100100100111000111110111100011111101111101110001011010000100	30326095184290178517626499	True
343	472	1011101010010000101100100100111000111110111100011111101111101110001011010000100110001011	30326095184290178517626499297	True
343	489	101110101001000010110010010011100011111011110001111110111110111000101101000010011000101101010000	3032609518429017851762649929722	True
343	492	10111010100100001011001001001110001111101111000111111011111011100010110100001001100010110101000010011011	3032609518429017851762649929722104	True
343	494	101110101001000010110010010011100011111011110001111110111110111000101101000010011000101101010000100110110001000	3032609518429017851762649929722104185	True
343	494	10111010100100001011001001001110001111101111000111111011111011100010110100001001100010110101000010011011000100011100011	303260951842901785176264992972210418546	True
343	494	1011101010010000101100100100111000111110111100011111101111101110001011010000100110001011010100001001101100010001110001110001101	303260951842901785176264992972210418546330	True
343	504	1011101010010000101100100100111000111110111100011111101111101110001011010000100110001011010100001001101100010001110001110001101000111001	303260951842901785176264992972210418546330167	True
343	507	101110101001000010110010010011100011111011110001111110111110111000101101000010011000101101010000100110110001000111000111000110100011100101101111	303260951842901785176264992972210418546330167223	True
343	507	101110101001000010110010010011100011111011110001111110111110111000101101000010011000101101010000100110110001000111000111000110100011100101101111101110011	303260951842901785176264992972210418546330167223210	True
343	507	1011101010010000101100100100111000111110111100011111101111101110001011010000100110001011010100001001101100010001110001110001101000111001011011111011100111000000	303260951842901785176264992972210418546330167223210183	True
344	499	0101011110101011011100110001111101001100110100001101010101010001110101011010000000000	2493913433624213919113639129	True
344	499	010101111010101101110011000111110100110011010000110101010101000111010101101000000000010000110	249391343362421391911363912923	True
344	499	01010111101010110111001100011111010011001101000011010101010100011101010110100000000001000011000101100	249391343362421391911363912923302	True
344	499	0101011110101011011100110001111101001100110100001101010101010001110101011010000000000100001100010110001001111	24939134336242139191136391292330252	True
344	499	010101111010101101110011000111110100110011010000110101010101000111010101101000000000010000110001011000100111101010111	24939134336242139191136391292330252249	True
344	499	01010111101010110111001100011111010011001101000011010101010100011101010110100000000001000011000101100010011110101011110011011	24939134336242139191136391292330252249104	True
344	499	0101011110101011011100110001111101001100110100001101010101010001110101011010000000000100001100010110001001111010101111001101101011101	24939134336242139191136391292330252249104325	True
